#{"t_start": 1711463502.5348823, "env_id": "None"}
r,l,t
440.0,1055,2102.660961
420.0,1173,2105.690099
200.0,643,2107.332321
220.0,840,2109.446561
320.0,946,2111.845694
400.0,1036,2114.449607
420.0,983,2117.012988
440.0,1165,2120.251288
320.0,1004,2122.772105
340.0,938,2125.133508
360.0,999,2127.970981
340.0,933,2130.332734
400.0,992,2133.146646
340.0,933,2135.530695
400.0,1052,2138.165783
360.0,1023,2140.808332
300.0,992,2143.540019
400.0,1161,2146.582125
320.0,843,2148.730227
360.0,1028,2151.668992
640.0,1406,2155.27028
340.0,963,2157.712698
320.0,934,2160.304342
300.0,845,2162.812806
320.0,946,2165.405652
540.0,1372,2168.904982
320.0,859,2171.53796
260.0,837,2173.703421
320.0,925,2176.311599
300.0,906,2179.918594
340.0,928,2182.49345
300.0,849,2184.753857
240.0,837,2186.861155
220.0,748,2188.874293
300.0,919,2191.202799
400.0,1313,2194.299536
300.0,920,2196.546978
280.0,869,2198.899223
400.0,1063,2201.385385
540.0,1251,2204.315006
340.0,941,2206.977549
420.0,1175,2210.291389
440.0,1264,2213.64381
340.0,942,2216.072443
340.0,919,2218.367727
420.0,1027,2220.758432
280.0,786,2222.978937
400.0,1043,2225.706251
180.0,638,2227.209172
420.0,1175,2230.345882
420.0,1032,2232.752746
480.0,1124,2235.696422
360.0,1056,2238.145375
460.0,1272,2241.080186
500.0,1207,2243.905062
260.0,869,2246.177722
340.0,993,2248.639934
320.0,1022,2251.021721
440.0,1116,2253.587272
360.0,1011,2256.283103
260.0,834,2258.247581
420.0,1104,2260.837876
280.0,874,2262.896477
360.0,1023,2265.763009
340.0,918,2268.263987
340.0,1113,2270.866356
220.0,798,2272.788443
260.0,808,2274.99395
400.0,1103,2277.593648
440.0,1115,2280.229849
400.0,1019,2282.614758
420.0,1130,2285.514494
360.0,1018,2288.081295
480.0,1143,2291.112299
260.0,812,2293.052704
360.0,1172,2295.782724
380.0,984,2298.44428
260.0,816,2300.345052
380.0,976,2302.771021
360.0,928,2305.269539
460.0,1148,2308.305456
160.0,553,2309.621128
440.0,1088,2312.549505
280.0,935,2314.906875
380.0,988,2317.241193
380.0,888,2319.333871
440.0,1244,2322.294298
380.0,1035,2325.06104
400.0,1034,2327.832195
460.0,1156,2330.540138
240.0,812,2332.412301
320.0,882,2334.538616
300.0,924,2336.696994
320.0,900,2338.809247
360.0,1017,2341.198146
420.0,1058,2343.696554
360.0,965,2345.953951
360.0,959,2348.460578
360.0,1083,2351.22102
400.0,1161,2354.327926
360.0,963,2356.637801
420.0,1087,2359.54539
360.0,958,2361.794767
340.0,1023,2364.177938
360.0,928,2366.350881
400.0,1026,2368.738725
380.0,958,2370.996956
320.0,954,2373.220422
280.0,827,2375.498863
340.0,927,2377.668014
340.0,966,2380.26675
460.0,1134,2382.925893
380.0,1129,2385.92489
300.0,801,2387.798791
360.0,985,2390.134652
240.0,731,2391.921855
580.0,1405,2395.468831
320.0,1037,2398.282833
420.0,1005,2400.611409
300.0,995,2402.967759
440.0,1160,2405.684563
240.0,731,2407.41828
340.0,1000,2410.178796
400.0,1094,2412.749412
400.0,1071,2415.293686
280.0,826,2417.204225
280.0,838,2419.239524
200.0,732,2420.93991
400.0,961,2423.539406
400.0,1026,2425.92766
460.0,1157,2428.648688
420.0,1162,2431.348816
400.0,990,2433.69379
300.0,971,2436.30451
280.0,829,2438.284186
420.0,1038,2440.824917
340.0,943,2443.041845
440.0,1125,2446.027124
280.0,929,2448.202302
320.0,912,2450.336686
380.0,1003,2452.631958
