#{"t_start": 1711399311.4261482, "env_id": "None"}
r,l,t
260.0,827,1567.665541
360.0,908,1570.383314
260.0,771,1572.30798
260.0,812,1574.370379
420.0,1114,1577.529062
320.0,854,1580.024186
280.0,767,1581.988719
260.0,1027,1584.574926
300.0,969,1587.049876
380.0,977,1589.851724
380.0,989,1592.309587
360.0,1006,1595.140313
340.0,929,1597.505666
280.0,940,1600.26293
280.0,891,1602.540618
400.0,1090,1605.321514
280.0,873,1607.843922
380.0,1092,1610.694192
260.0,825,1613.054301
300.0,826,1615.091178
380.0,1084,1618.156611
320.0,1025,1620.731846
300.0,1043,1623.728987
300.0,881,1625.943313
360.0,988,1628.487509
360.0,1023,1631.554393
400.0,1125,1634.428446
360.0,1147,1637.336182
360.0,1067,1640.262823
400.0,1050,1643.034724
240.0,802,1645.091422
320.0,1060,1647.737984
280.0,858,1650.248426
460.0,1064,1652.871799
360.0,970,1655.393343
220.0,672,1657.068669
240.0,760,1659.331485
320.0,1035,1661.951166
200.0,668,1663.918013
280.0,880,1666.141726
240.0,794,1668.485109
440.0,1389,1672.00354
380.0,1000,1674.837786
360.0,1081,1677.55792
300.0,812,1679.956944
400.0,1049,1682.614519
300.0,891,1684.843808
240.0,822,1686.916925
420.0,1229,1690.404523
340.0,878,1692.66328
460.0,1138,1695.533446
320.0,920,1697.860049
300.0,828,1700.075894
280.0,778,1702.293076
300.0,732,1704.16181
220.0,668,1705.839553
380.0,984,1708.338192
400.0,1149,1711.569634
240.0,762,1713.533008
360.0,857,1715.702258
240.0,798,1718.025827
220.0,756,1719.932656
240.0,839,1722.078409
440.0,1137,1724.961893
300.0,870,1727.641513
260.0,926,1729.987028
400.0,1120,1733.114393
360.0,986,1735.918745
280.0,846,1738.060408
260.0,799,1740.377467
340.0,1069,1743.098389
320.0,926,1745.571901
320.0,1024,1748.421777
500.0,1180,1751.375771
140.0,545,1752.76872
300.0,833,1754.880547
220.0,747,1757.126928
460.0,1118,1759.994279
340.0,1008,1762.524776
380.0,924,1764.833376
360.0,922,1767.143888
240.0,763,1769.463731
300.0,868,1771.644147
260.0,860,1773.805375
240.0,728,1775.974807
380.0,962,1778.464277
440.0,1175,1781.793952
180.0,547,1783.146896
320.0,894,1785.407084
320.0,798,1787.709963
300.0,855,1789.991809
300.0,878,1792.562
300.0,814,1794.605508
320.0,908,1796.891467
240.0,757,1798.807512
240.0,659,1800.763391
460.0,1101,1803.619721
180.0,705,1805.40429
300.0,862,1807.559461
400.0,1202,1811.101866
360.0,1158,1814.050252
240.0,839,1816.434774
400.0,1059,1819.143031
380.0,1038,1822.194455
400.0,979,1824.658149
380.0,948,1827.11087
440.0,1131,1829.956968
460.0,1313,1833.555554
420.0,1011,1836.416371
320.0,844,1838.605748
240.0,809,1840.738447
480.0,1284,1844.215526
320.0,826,1846.276367
320.0,908,1848.911741
280.0,793,1850.949896
360.0,966,1853.424034
420.0,1448,1857.830377
420.0,1037,1860.44523
340.0,931,1863.407366
260.0,738,1865.263214
180.0,573,1866.697568
220.0,698,1868.517264
260.0,845,1870.989482
440.0,1192,1874.32
400.0,1082,1877.176065
240.0,707,1879.168665
320.0,798,1881.173293
220.0,767,1883.116746
220.0,637,1884.737895
120.0,507,1886.012961
320.0,839,1888.126874
360.0,1014,1890.733398
280.0,845,1893.120016
300.0,945,1895.768849
320.0,933,1898.275916
260.0,921,1900.603786
260.0,762,1902.522973
260.0,827,1904.593199
320.0,874,1906.936243
400.0,1025,1909.896587
360.0,1053,1912.798171
400.0,1270,1916.129662
200.0,739,1918.462822
220.0,698,1920.645997
200.0,682,1922.339416
240.0,758,1924.267703
160.0,555,1925.676773
280.0,865,1927.922689
340.0,924,1930.287581
260.0,700,1932.122814
540.0,1312,1935.754811
320.0,858,1937.92417
220.0,790,1940.191576
260.0,862,1942.416187
440.0,1069,1945.4705
340.0,990,1947.969048
240.0,733,1949.840224
460.0,1308,1953.147992
440.0,1130,1956.202208
400.0,1099,1959.198721
380.0,1008,1961.763901
340.0,927,1964.128445
320.0,820,1966.354223
240.0,1088,1969.734884
260.0,875,1971.958558
440.0,885,1974.217169
180.0,549,1975.607137
340.0,942,1978.380383
360.0,971,1980.818893
380.0,974,1983.293238
360.0,927,1985.617357
300.0,874,1987.894269
380.0,1060,1990.993608
220.0,641,1992.627038
160.0,612,1994.174133
320.0,818,1996.244421
220.0,674,1998.267516
240.0,774,2000.260745
380.0,1177,2003.238681
460.0,1169,2006.507634
340.0,901,2008.796008
140.0,483,2010.005086
200.0,581,2011.556082
320.0,902,2014.080431
420.0,1086,2016.844941
360.0,975,2019.327471
360.0,923,2021.674979
280.0,828,2024.102092
200.0,646,2025.730202
360.0,1025,2028.647317
320.0,872,2030.852354
320.0,877,2033.149407
220.0,654,2034.987449
360.0,989,2037.611742
380.0,1129,2040.54622
400.0,1004,2043.334444
200.0,608,2045.007556
420.0,981,2047.726217
160.0,595,2049.300389
260.0,656,2050.95644
160.0,511,2052.273712
240.0,882,2054.532546
240.0,722,2056.342574
180.0,570,2058.073246
260.0,822,2060.178109
480.0,1060,2062.829214
260.0,763,2064.73373
420.0,1149,2068.051609
440.0,1155,2070.947303
120.0,469,2072.126369
260.0,694,2073.876439
300.0,904,2076.163659
480.0,1175,2079.556529
240.0,695,2081.305711
480.0,1326,2084.977021
240.0,713,2086.796539
340.0,847,2089.312168
180.0,541,2090.672338
220.0,609,2092.200188
480.0,1085,2094.980255
240.0,724,2097.037626
240.0,726,2098.970846
360.0,928,2101.354356
200.0,636,2102.935082
260.0,671,2104.60761
360.0,941,2107.282545
440.0,1127,2110.292053
220.0,623,2112.075294
260.0,712,2113.865693
460.0,1007,2116.720734
300.0,727,2118.571901
220.0,676,2120.262249
260.0,858,2122.444661
300.0,802,2124.796018
220.0,656,2126.532138
260.0,727,2128.506464
200.0,582,2130.141556
420.0,1074,2132.857788
340.0,979,2135.33486
280.0,874,2137.55119
260.0,824,2140.310882
340.0,891,2143.214854
260.0,785,2145.434046
360.0,934,2147.873736
220.0,740,2149.775296
160.0,507,2151.24009
160.0,498,2152.536274
460.0,1312,2156.275568
380.0,776,2158.301778
180.0,511,2159.6075
240.0,694,2161.788094
360.0,1048,2164.658665
260.0,699,2166.4141
220.0,787,2168.438678
280.0,748,2170.68658
340.0,985,2173.224519
320.0,825,2175.437848
240.0,696,2177.365824
240.0,679,2179.080941
160.0,525,2180.725883
200.0,702,2182.543059
260.0,698,2184.457823
240.0,660,2186.296039
240.0,744,2188.158815
220.0,571,2189.595788
300.0,705,2191.339852
140.0,507,2192.630494
280.0,753,2194.553025
220.0,615,2196.23284
420.0,1036,2199.155108
200.0,568,2200.569904
340.0,890,2203.04478
220.0,582,2204.640913
220.0,546,2205.976227
260.0,670,2208.040979
280.0,695,2209.814161
140.0,529,2211.190478
360.0,841,2213.577293
220.0,632,2215.165641
260.0,681,2216.920129
320.0,781,2218.929903
300.0,764,2220.835345
260.0,807,2222.876184
260.0,742,2224.819294
300.0,750,2226.973725
160.0,546,2228.403003
340.0,1031,2231.025651
280.0,699,2232.954931
200.0,568,2234.547029
360.0,1132,2237.373734
400.0,1008,2239.887697
280.0,720,2241.893143
220.0,700,2243.844101
340.0,780,2245.85865
340.0,876,2248.391214
320.0,832,2250.469819
300.0,713,2252.299141
360.0,907,2254.566495
280.0,778,2256.831999
240.0,726,2258.6678
400.0,1094,2261.419798
140.0,477,2262.627554
340.0,994,2265.17891
380.0,895,2267.77414
440.0,999,2270.302583
380.0,872,2272.49484
380.0,855,2274.710598
360.0,863,2276.894377
380.0,841,2279.311335
420.0,896,2281.55917
240.0,669,2283.25691
140.0,523,2284.597834
280.0,690,2286.363636
320.0,833,2288.803337
240.0,721,2290.617215
420.0,942,2293.297386
340.0,802,2295.350827
480.0,1248,2299.086262
220.0,662,2301.021356
460.0,1278,2304.220308
340.0,908,2306.5008
280.0,798,2308.71903
340.0,897,2311.142146
300.0,865,2313.330623
240.0,695,2315.073325
320.0,795,2317.138424
180.0,583,2318.896666
340.0,901,2321.207913
280.0,739,2323.402332
200.0,645,2325.098363
220.0,658,2326.764187
240.0,679,2328.467127
440.0,981,2330.98002
300.0,804,2333.392348
260.0,764,2335.368676
