#{"t_start": 1711578780.53631, "env_id": "None"}
r,l,t
360.0,933,2670.897338
320.0,836,2673.367228
300.0,945,2676.081021
420.0,1128,2679.253803
360.0,1059,2682.262209
260.0,801,2684.533994
520.0,1138,2687.910568
240.0,790,2690.075427
260.0,741,2692.298319
320.0,996,2695.195556
460.0,1218,2698.600171
400.0,1091,2701.671659
400.0,1066,2704.657689
400.0,942,2707.400682
260.0,854,2709.926997
340.0,915,2712.586123
340.0,959,2715.33412
380.0,1033,2719.162164
460.0,1179,2723.913812
600.0,1344,2728.445868
480.0,1187,2731.892527
460.0,1192,2735.221465
360.0,1038,2737.870749
440.0,1287,2741.565265
500.0,1127,2744.67704
440.0,1164,2748.226201
380.0,1042,2751.012038
420.0,1064,2754.088825
540.0,1316,2757.77461
420.0,1048,2760.711561
460.0,1086,2763.766196
440.0,1167,2767.154734
380.0,1035,2769.995996
300.0,1000,2772.843655
460.0,1116,2775.793785
580.0,1212,2780.761328
440.0,1110,2785.322575
560.0,1341,2789.402746
400.0,1070,2792.532334
500.0,1191,2795.832257
420.0,1138,2798.789178
420.0,1138,2802.138419
340.0,1027,2805.005521
440.0,1089,2808.287634
340.0,979,2811.057348
480.0,1390,2815.170043
400.0,1075,2818.26035
480.0,1134,2821.470506
480.0,1134,2824.701606
360.0,959,2827.478171
600.0,1456,2831.504117
480.0,1129,2834.751423
440.0,1111,2838.714243
340.0,1017,2842.788065
400.0,1050,2847.083687
340.0,908,2849.695709
440.0,1152,2852.879851
500.0,1168,2856.204244
400.0,1112,2859.381621
400.0,1134,2862.58636
500.0,1270,2866.128173
300.0,994,2869.231477
440.0,1096,2872.424517
440.0,1107,2875.533207
380.0,984,2878.347778
440.0,1117,2881.589413
340.0,922,2884.250124
560.0,1351,2887.985134
380.0,1080,2891.089431
400.0,1127,2894.32546
420.0,1154,2898.242297
460.0,1120,2902.756034
420.0,1111,2907.242019
420.0,1218,2910.794016
400.0,1025,2913.396115
300.0,918,2916.116346
380.0,1121,2919.271558
480.0,1122,2922.448614
440.0,1114,2925.623965
540.0,1246,2929.483429
520.0,1211,2933.027539
360.0,972,2935.718449
480.0,1135,2938.991219
320.0,983,2941.813685
300.0,891,2944.283602
400.0,1110,2947.343368
380.0,1162,2950.620462
440.0,1017,2953.575551
400.0,1043,2956.630151
540.0,1206,2961.552763
480.0,1110,2966.127852
440.0,1078,2969.219239
460.0,1110,2972.472373
360.0,942,2974.918959
400.0,1099,2978.066855
460.0,1143,2981.307828
460.0,1287,2984.933825
440.0,1109,2988.55634
280.0,957,2991.305269
340.0,926,2994.045145
440.0,1116,2997.289072
320.0,829,2999.684396
440.0,1175,3002.946698
340.0,939,3005.681632
340.0,966,3008.437348
380.0,1151,3011.700808
340.0,1053,3014.661888
540.0,1320,3019.363183
320.0,889,3023.004837
480.0,1168,3027.472891
340.0,958,3030.199991
280.0,820,3032.56186
260.0,780,3034.667081
660.0,1302,3038.471991
520.0,1261,3042.126398
420.0,1129,3045.04288
400.0,1041,3048.232581
340.0,936,3050.974283
